"","benchmark","class","tool","budget","config","score.mean","score.sd"
"142","PDFBOX-234","org.apache.pdfbox.pdmodel.interactive.action.PDActionSound","evosuite",180,"PDFBOX-234_org.apache.pdfbox.pdmodel.interactive.action.PDActionSound_180",3.522997414,1.70599708434183
"143","PDFBOX-234","org.apache.pdfbox.pdmodel.interactive.action.PDActionSound","randoop",60,"PDFBOX-234_org.apache.pdfbox.pdmodel.interactive.action.PDActionSound_60",6.03252801629751,0.0445668948643959
"144","PDFBOX-234","org.apache.pdfbox.pdmodel.interactive.action.PDActionSound","randoop",180,"PDFBOX-234_org.apache.pdfbox.pdmodel.interactive.action.PDActionSound_180",6.2792826855317,0.0185072519290459
"145","PDFBOX-235","org.apache.pdfbox.pdmodel.font.PDTrueTypeFontEmbedder","evosuite",60,"PDFBOX-235_org.apache.pdfbox.pdmodel.font.PDTrueTypeFontEmbedder_60",0,0
"146","PDFBOX-235","org.apache.pdfbox.pdmodel.font.PDTrueTypeFontEmbedder","evosuite",180,"PDFBOX-235_org.apache.pdfbox.pdmodel.font.PDTrueTypeFontEmbedder_180",0,0
"147","PDFBOX-235","org.apache.pdfbox.pdmodel.font.PDTrueTypeFontEmbedder","randoop",60,"PDFBOX-235_org.apache.pdfbox.pdmodel.font.PDTrueTypeFontEmbedder_60",0,0
"148","PDFBOX-235","org.apache.pdfbox.pdmodel.font.PDTrueTypeFontEmbedder","randoop",180,"PDFBOX-235_org.apache.pdfbox.pdmodel.font.PDTrueTypeFontEmbedder_180",0,0
"149","PDFBOX-265","org.apache.pdfbox.pdmodel.font.PDType3Font","evosuite",60,"PDFBOX-265_org.apache.pdfbox.pdmodel.font.PDType3Font_60",1.46717547909434,0.179679863482285
"150","PDFBOX-265","org.apache.pdfbox.pdmodel.font.PDType3Font","evosuite",180,"PDFBOX-265_org.apache.pdfbox.pdmodel.font.PDType3Font_180",1.67934296824611,0.24756428807742
"151","PDFBOX-265","org.apache.pdfbox.pdmodel.font.PDType3Font","randoop",60,"PDFBOX-265_org.apache.pdfbox.pdmodel.font.PDType3Font_60",0.00897572458892369,2.27754217397154e-05
"152","PDFBOX-265","org.apache.pdfbox.pdmodel.font.PDType3Font","randoop",180,"PDFBOX-265_org.apache.pdfbox.pdmodel.font.PDType3Font_180",0.00915985786514345,1.18041494051216e-05
"153","PDFBOX-278","org.apache.pdfbox.pdfwriter.ContentStreamWriter","evosuite",60,"PDFBOX-278_org.apache.pdfbox.pdfwriter.ContentStreamWriter_60",2.898365742,0.040945166940758
"154","PDFBOX-278","org.apache.pdfbox.pdfwriter.ContentStreamWriter","evosuite",180,"PDFBOX-278_org.apache.pdfbox.pdfwriter.ContentStreamWriter_180",2.9072194074359,0.0506111734362548
"155","PDFBOX-278","org.apache.pdfbox.pdfwriter.ContentStreamWriter","randoop",60,"PDFBOX-278_org.apache.pdfbox.pdfwriter.ContentStreamWriter_60",1.50747509893097,0.00339345744498648
"156","PDFBOX-278","org.apache.pdfbox.pdfwriter.ContentStreamWriter","randoop",180,"PDFBOX-278_org.apache.pdfbox.pdfwriter.ContentStreamWriter_180",1.53691152041142,0.0028623505667536
"157","PDFBOX-285","org.apache.pdfbox.pdmodel.interactive.digitalsignature.PDSignature","evosuite",60,"PDFBOX-285_org.apache.pdfbox.pdmodel.interactive.digitalsignature.PDSignature_60",2.7786214067013,0.152250094643301
"158","PDFBOX-285","org.apache.pdfbox.pdmodel.interactive.digitalsignature.PDSignature","evosuite",180,"PDFBOX-285_org.apache.pdfbox.pdmodel.interactive.digitalsignature.PDSignature_180",2.905794212,0.120269854612625
"159","PDFBOX-285","org.apache.pdfbox.pdmodel.interactive.digitalsignature.PDSignature","randoop",60,"PDFBOX-285_org.apache.pdfbox.pdmodel.interactive.digitalsignature.PDSignature_60",2.53738770368352,0.015286824750427
"160","PDFBOX-285","org.apache.pdfbox.pdmodel.interactive.digitalsignature.PDSignature","randoop",180,"PDFBOX-285_org.apache.pdfbox.pdmodel.interactive.digitalsignature.PDSignature_180",2.60267021696727,0.0167282380635333
"161","FESCAR-2","com.alibaba.fescar.core.service.ServiceManagerStaticConfigImpl","evosuite",60,"FESCAR-2_com.alibaba.fescar.core.service.ServiceManagerStaticConfigImpl_60",0.205263153,0.114908928321262
"162","FESCAR-2","com.alibaba.fescar.core.service.ServiceManagerStaticConfigImpl","evosuite",180,"FESCAR-2_com.alibaba.fescar.core.service.ServiceManagerStaticConfigImpl_180",0.25789473,0.094313537952189
"163","FESCAR-2","com.alibaba.fescar.core.service.ServiceManagerStaticConfigImpl","randoop",60,"FESCAR-2_com.alibaba.fescar.core.service.ServiceManagerStaticConfigImpl_60",0.306356287693976,0.00158801189207817
"164","FESCAR-2","com.alibaba.fescar.core.service.ServiceManagerStaticConfigImpl","randoop",180,"FESCAR-2_com.alibaba.fescar.core.service.ServiceManagerStaticConfigImpl_180",0.312703972927643,0.000366050548496497
"165","FESCAR-5","com.alibaba.fescar.core.protocol.MessageFuture","evosuite",60,"FESCAR-5_com.alibaba.fescar.core.protocol.MessageFuture_60",6.875594392,0.186100298043923
"166","FESCAR-5","com.alibaba.fescar.core.protocol.MessageFuture","evosuite",180,"FESCAR-5_com.alibaba.fescar.core.protocol.MessageFuture_180",6.950909088,0.103492729556594
"167","FESCAR-5","com.alibaba.fescar.core.protocol.MessageFuture","randoop",60,"FESCAR-5_com.alibaba.fescar.core.protocol.MessageFuture_60",3.3359429915929,0.0203740603589006
"168","FESCAR-5","com.alibaba.fescar.core.protocol.MessageFuture","randoop",180,"FESCAR-5_com.alibaba.fescar.core.protocol.MessageFuture_180",3.41045534005761,0.0258783894571417
"169","FESCAR-6","com.alibaba.fescar.core.rpc.netty.TmRpcClient","evosuite",60,"FESCAR-6_com.alibaba.fescar.core.rpc.netty.TmRpcClient_60",0,0
"170","FESCAR-6","com.alibaba.fescar.core.rpc.netty.TmRpcClient","evosuite",180,"FESCAR-6_com.alibaba.fescar.core.rpc.netty.TmRpcClient_180",0.195681722,0
"171","FESCAR-6","com.alibaba.fescar.core.rpc.netty.TmRpcClient","randoop",60,"FESCAR-6_com.alibaba.fescar.core.rpc.netty.TmRpcClient_60",0,0
"172","FESCAR-6","com.alibaba.fescar.core.rpc.netty.TmRpcClient","randoop",180,"FESCAR-6_com.alibaba.fescar.core.rpc.netty.TmRpcClient_180",0,0
"173","FESCAR-7","com.alibaba.fescar.core.rpc.netty.MessageCodecHandler","evosuite",60,"FESCAR-7_com.alibaba.fescar.core.rpc.netty.MessageCodecHandler_60",2.09458181749948,0.475515368047662
"174","FESCAR-7","com.alibaba.fescar.core.rpc.netty.MessageCodecHandler","evosuite",180,"FESCAR-7_com.alibaba.fescar.core.rpc.netty.MessageCodecHandler_180",2.27713432310443,0.801282198334727
"175","FESCAR-7","com.alibaba.fescar.core.rpc.netty.MessageCodecHandler","randoop",60,"FESCAR-7_com.alibaba.fescar.core.rpc.netty.MessageCodecHandler_60",0.041450960127689,0.000795497732451679
"176","FESCAR-7","com.alibaba.fescar.core.rpc.netty.MessageCodecHandler","randoop",180,"FESCAR-7_com.alibaba.fescar.core.rpc.netty.MessageCodecHandler_180",0.0418475818153555,0.000866550874958686
"177","FESCAR-8","com.alibaba.fescar.core.rpc.netty.NettyPoolableFactory","evosuite",60,"FESCAR-8_com.alibaba.fescar.core.rpc.netty.NettyPoolableFactory_60",1.3739719587504,0.185290295726007
"178","FESCAR-8","com.alibaba.fescar.core.rpc.netty.NettyPoolableFactory","evosuite",180,"FESCAR-8_com.alibaba.fescar.core.rpc.netty.NettyPoolableFactory_180",1.70402795398236,0.174029841553011
"179","FESCAR-8","com.alibaba.fescar.core.rpc.netty.NettyPoolableFactory","randoop",60,"FESCAR-8_com.alibaba.fescar.core.rpc.netty.NettyPoolableFactory_60",0.0483923261714476,0.000281332526734091
"180","FESCAR-8","com.alibaba.fescar.core.rpc.netty.NettyPoolableFactory","randoop",180,"FESCAR-8_com.alibaba.fescar.core.rpc.netty.NettyPoolableFactory_180",0.0494738045084602,2.69833691426345e-05
"181","FESCAR-9","com.alibaba.fescar.core.protocol.transaction.GlobalBeginRequest","evosuite",60,"FESCAR-9_com.alibaba.fescar.core.protocol.transaction.GlobalBeginRequest_60",6.953636376,0.123967365455894
"182","FESCAR-9","com.alibaba.fescar.core.protocol.transaction.GlobalBeginRequest","evosuite",180,"FESCAR-9_com.alibaba.fescar.core.protocol.transaction.GlobalBeginRequest_180",6.910606096,0.171611584868931
"183","FESCAR-9","com.alibaba.fescar.core.protocol.transaction.GlobalBeginRequest","randoop",60,"FESCAR-9_com.alibaba.fescar.core.protocol.transaction.GlobalBeginRequest_60",4.27186531118144,0.061840573770417
"184","FESCAR-9","com.alibaba.fescar.core.protocol.transaction.GlobalBeginRequest","randoop",180,"FESCAR-9_com.alibaba.fescar.core.protocol.transaction.GlobalBeginRequest_180",4.2492434336067,0.0419987278272843
"185","FESCAR-10","com.alibaba.fescar.core.model.BranchType","evosuite",60,"FESCAR-10_com.alibaba.fescar.core.model.BranchType_60",5.6,2.95145914949049
"186","FESCAR-10","com.alibaba.fescar.core.model.BranchType","evosuite",180,"FESCAR-10_com.alibaba.fescar.core.model.BranchType_180",6.3,2.21359436211787
"187","FESCAR-10","com.alibaba.fescar.core.model.BranchType","randoop",60,"FESCAR-10_com.alibaba.fescar.core.model.BranchType_60",6.77459796942409,0.0460434833390876
"188","FESCAR-10","com.alibaba.fescar.core.model.BranchType","randoop",180,"FESCAR-10_com.alibaba.fescar.core.model.BranchType_180",6.9298182353718,0.00661675098994319
"189","FESCAR-12","com.alibaba.fescar.core.rpc.netty.RpcServerHandler","evosuite",60,"FESCAR-12_com.alibaba.fescar.core.rpc.netty.RpcServerHandler_60",6.75,0
"190","FESCAR-12","com.alibaba.fescar.core.rpc.netty.RpcServerHandler","evosuite",180,"FESCAR-12_com.alibaba.fescar.core.rpc.netty.RpcServerHandler_180",6.75,0
"191","FESCAR-12","com.alibaba.fescar.core.rpc.netty.RpcServerHandler","randoop",60,"FESCAR-12_com.alibaba.fescar.core.rpc.netty.RpcServerHandler_60",0.250110295884845,0.00239667987927678
"192","FESCAR-12","com.alibaba.fescar.core.rpc.netty.RpcServerHandler","randoop",180,"FESCAR-12_com.alibaba.fescar.core.rpc.netty.RpcServerHandler_180",0.252385499488192,0.00159360427486256
"193","FESCAR-13","com.alibaba.fescar.core.exception.TransactionExceptionCode","evosuite",60,"FESCAR-13_com.alibaba.fescar.core.exception.TransactionExceptionCode_60",7,0
"194","FESCAR-13","com.alibaba.fescar.core.exception.TransactionExceptionCode","evosuite",180,"FESCAR-13_com.alibaba.fescar.core.exception.TransactionExceptionCode_180",7,0
"195","FESCAR-13","com.alibaba.fescar.core.exception.TransactionExceptionCode","randoop",60,"FESCAR-13_com.alibaba.fescar.core.exception.TransactionExceptionCode_60",6.77455945980159,0.0367237662966465
"196","FESCAR-13","com.alibaba.fescar.core.exception.TransactionExceptionCode","randoop",180,"FESCAR-13_com.alibaba.fescar.core.exception.TransactionExceptionCode_180",6.92768817907682,0.0035959767956494
"197","FESCAR-15","com.alibaba.fescar.core.rpc.netty.RpcServer","evosuite",60,"FESCAR-15_com.alibaba.fescar.core.rpc.netty.RpcServer_60",0.0080363281719364,0.000107462718132614
"198","FESCAR-15","com.alibaba.fescar.core.rpc.netty.RpcServer","evosuite",180,"FESCAR-15_com.alibaba.fescar.core.rpc.netty.RpcServer_180",0.0065573768,0.0034560410273244
"199","FESCAR-15","com.alibaba.fescar.core.rpc.netty.RpcServer","randoop",60,"FESCAR-15_com.alibaba.fescar.core.rpc.netty.RpcServer_60",0,0
"200","FESCAR-15","com.alibaba.fescar.core.rpc.netty.RpcServer","randoop",180,"FESCAR-15_com.alibaba.fescar.core.rpc.netty.RpcServer_180",0,0
"201","FESCAR-17","com.alibaba.fescar.core.protocol.transaction.GlobalBeginResponse","evosuite",60,"FESCAR-17_com.alibaba.fescar.core.protocol.transaction.GlobalBeginResponse_60",6.59444444,1.26301183639552
"202","FESCAR-17","com.alibaba.fescar.core.protocol.transaction.GlobalBeginResponse","evosuite",180,"FESCAR-17_com.alibaba.fescar.core.protocol.transaction.GlobalBeginResponse_180",6.59444444,1.26301183639552
"203","FESCAR-17","com.alibaba.fescar.core.protocol.transaction.GlobalBeginResponse","randoop",60,"FESCAR-17_com.alibaba.fescar.core.protocol.transaction.GlobalBeginResponse_60",5.76839918815307,0.0184232561952306
"204","FESCAR-17","com.alibaba.fescar.core.protocol.transaction.GlobalBeginResponse","randoop",180,"FESCAR-17_com.alibaba.fescar.core.protocol.transaction.GlobalBeginResponse_180",5.81623497251944,0.0451502953158913
"205","FESCAR-23","com.alibaba.fescar.core.protocol.MergeResultMessage","evosuite",60,"FESCAR-23_com.alibaba.fescar.core.protocol.MergeResultMessage_60",2.43333334,0.0690065835368582
"206","FESCAR-23","com.alibaba.fescar.core.protocol.MergeResultMessage","evosuite",180,"FESCAR-23_com.alibaba.fescar.core.protocol.MergeResultMessage_180",1.604761902,1.13512596551408
"207","FESCAR-23","com.alibaba.fescar.core.protocol.MergeResultMessage","randoop",60,"FESCAR-23_com.alibaba.fescar.core.protocol.MergeResultMessage_60",1.61020859961237,0.00659051786283138
"208","FESCAR-23","com.alibaba.fescar.core.protocol.MergeResultMessage","randoop",180,"FESCAR-23_com.alibaba.fescar.core.protocol.MergeResultMessage_180",1.64454800771638,0.00484167909906376
"209","FESCAR-25","com.alibaba.fescar.core.rpc.netty.RmMessageListener","evosuite",60,"FESCAR-25_com.alibaba.fescar.core.rpc.netty.RmMessageListener_60",2.24189165660621,0.100279575808027
"210","FESCAR-25","com.alibaba.fescar.core.rpc.netty.RmMessageListener","evosuite",180,"FESCAR-25_com.alibaba.fescar.core.rpc.netty.RmMessageListener_180",2.01427016550393,1.0650991149512
"211","FESCAR-25","com.alibaba.fescar.core.rpc.netty.RmMessageListener","randoop",60,"FESCAR-25_com.alibaba.fescar.core.rpc.netty.RmMessageListener_60",1.87621042331816,0.0124136306517221
"212","FESCAR-25","com.alibaba.fescar.core.rpc.netty.RmMessageListener","randoop",180,"FESCAR-25_com.alibaba.fescar.core.rpc.netty.RmMessageListener_180",1.94736086810955,0.00355669012645421
"213","FESCAR-28","com.alibaba.fescar.core.rpc.ClientType","evosuite",60,"FESCAR-28_com.alibaba.fescar.core.rpc.ClientType_60",6.3,2.21359436211787
"214","FESCAR-28","com.alibaba.fescar.core.rpc.ClientType","evosuite",180,"FESCAR-28_com.alibaba.fescar.core.rpc.ClientType_180",7,0
"215","FESCAR-28","com.alibaba.fescar.core.rpc.ClientType","randoop",60,"FESCAR-28_com.alibaba.fescar.core.rpc.ClientType_60",6.77789491769865,0.0379277540458467
"216","FESCAR-28","com.alibaba.fescar.core.rpc.ClientType","randoop",180,"FESCAR-28_com.alibaba.fescar.core.rpc.ClientType_180",6.93247276728815,0.00458385183241053
"217","FESCAR-32","com.alibaba.fescar.core.protocol.transaction.BranchRegisterRequest","evosuite",60,"FESCAR-32_com.alibaba.fescar.core.protocol.transaction.BranchRegisterRequest_60",6.673118792,0.14254023003382
"218","FESCAR-32","com.alibaba.fescar.core.protocol.transaction.BranchRegisterRequest","evosuite",180,"FESCAR-32_com.alibaba.fescar.core.protocol.transaction.BranchRegisterRequest_180",5.772742496,2.36509929312033
"219","FESCAR-32","com.alibaba.fescar.core.protocol.transaction.BranchRegisterRequest","randoop",60,"FESCAR-32_com.alibaba.fescar.core.protocol.transaction.BranchRegisterRequest_60",4.41987391395234,0.0151434405193535
"220","FESCAR-32","com.alibaba.fescar.core.protocol.transaction.BranchRegisterRequest","randoop",180,"FESCAR-32_com.alibaba.fescar.core.protocol.transaction.BranchRegisterRequest_180",4.3712460058954,0.0775666802700946
"221","FESCAR-33","com.alibaba.fescar.core.model.GlobalStatus","evosuite",60,"FESCAR-33_com.alibaba.fescar.core.model.GlobalStatus_60",7,0
"222","FESCAR-33","com.alibaba.fescar.core.model.GlobalStatus","evosuite",180,"FESCAR-33_com.alibaba.fescar.core.model.GlobalStatus_180",7,0
"223","FESCAR-33","com.alibaba.fescar.core.model.GlobalStatus","randoop",60,"FESCAR-33_com.alibaba.fescar.core.model.GlobalStatus_60",6.7827592007437,0.0180851817266785
"224","FESCAR-33","com.alibaba.fescar.core.model.GlobalStatus","randoop",180,"FESCAR-33_com.alibaba.fescar.core.model.GlobalStatus_180",6.93209745561908,0.00302635879263362
"225","FESCAR-34","com.alibaba.fescar.core.protocol.ResultCode","evosuite",60,"FESCAR-34_com.alibaba.fescar.core.protocol.ResultCode_60",6.3,2.21359436211787
"226","FESCAR-34","com.alibaba.fescar.core.protocol.ResultCode","evosuite",180,"FESCAR-34_com.alibaba.fescar.core.protocol.ResultCode_180",7,0
"227","FESCAR-34","com.alibaba.fescar.core.protocol.ResultCode","randoop",60,"FESCAR-34_com.alibaba.fescar.core.protocol.ResultCode_60",6.79065254140296,0.0175980252636031
"228","FESCAR-34","com.alibaba.fescar.core.protocol.ResultCode","randoop",180,"FESCAR-34_com.alibaba.fescar.core.protocol.ResultCode_180",6.9305399996817,0.00498535508113414
"229","FESCAR-37","com.alibaba.fescar.core.rpc.RpcContext","evosuite",60,"FESCAR-37_com.alibaba.fescar.core.rpc.RpcContext_60",2.65976222,0.178990737456032
"230","FESCAR-37","com.alibaba.fescar.core.rpc.RpcContext","evosuite",180,"FESCAR-37_com.alibaba.fescar.core.rpc.RpcContext_180",2.769274115,0.0033641416546053
"231","FESCAR-37","com.alibaba.fescar.core.rpc.RpcContext","randoop",60,"FESCAR-37_com.alibaba.fescar.core.rpc.RpcContext_60",2.47888618255916,0.0456699777037199
"232","FESCAR-37","com.alibaba.fescar.core.rpc.RpcContext","randoop",180,"FESCAR-37_com.alibaba.fescar.core.rpc.RpcContext_180",2.60149332805522,0.00937186799202024
"233","FESCAR-41","com.alibaba.fescar.core.rpc.netty.RmRpcClient","evosuite",60,"FESCAR-41_com.alibaba.fescar.core.rpc.netty.RmRpcClient_60",0,0
"234","FESCAR-41","com.alibaba.fescar.core.rpc.netty.RmRpcClient","evosuite",180,"FESCAR-41_com.alibaba.fescar.core.rpc.netty.RmRpcClient_180",0.152325282,0
"235","FESCAR-41","com.alibaba.fescar.core.rpc.netty.RmRpcClient","randoop",60,"FESCAR-41_com.alibaba.fescar.core.rpc.netty.RmRpcClient_60",0,0
"236","FESCAR-41","com.alibaba.fescar.core.rpc.netty.RmRpcClient","randoop",180,"FESCAR-41_com.alibaba.fescar.core.rpc.netty.RmRpcClient_180",0,0
"237","FESCAR-42","com.alibaba.fescar.core.rpc.DefaultServerMessageListenerImpl","evosuite",60,"FESCAR-42_com.alibaba.fescar.core.rpc.DefaultServerMessageListenerImpl_60",0.656050207985274,0.362342485112559
"238","FESCAR-42","com.alibaba.fescar.core.rpc.DefaultServerMessageListenerImpl","evosuite",180,"FESCAR-42_com.alibaba.fescar.core.rpc.DefaultServerMessageListenerImpl_180",1.854892002497,0.396654954183078
"239","FESCAR-42","com.alibaba.fescar.core.rpc.DefaultServerMessageListenerImpl","randoop",60,"FESCAR-42_com.alibaba.fescar.core.rpc.DefaultServerMessageListenerImpl_60",0,0
"240","FESCAR-42","com.alibaba.fescar.core.rpc.DefaultServerMessageListenerImpl","randoop",180,"FESCAR-42_com.alibaba.fescar.core.rpc.DefaultServerMessageListenerImpl_180",0,0
"241","SPOON-105","spoon.support.compiler.jdt.PositionBuilder","evosuite",60,"SPOON-105_spoon.support.compiler.jdt.PositionBuilder_60",0.249687869622127,0.191941151986993
"242","SPOON-105","spoon.support.compiler.jdt.PositionBuilder","evosuite",180,"SPOON-105_spoon.support.compiler.jdt.PositionBuilder_180",0.1322432958,0.149913229975233
"243","SPOON-105","spoon.support.compiler.jdt.PositionBuilder","randoop",60,"SPOON-105_spoon.support.compiler.jdt.PositionBuilder_60",0.997916844284646,0.0119138253579028
"244","SPOON-105","spoon.support.compiler.jdt.PositionBuilder","randoop",180,"SPOON-105_spoon.support.compiler.jdt.PositionBuilder_180",1.01436531407217,0.00604318757248759
"245","SPOON-155","spoon.reflect.visitor.filter.AllMethodsSameSignatureFunction","evosuite",60,"SPOON-155_spoon.reflect.visitor.filter.AllMethodsSameSignatureFunction_60",0.149467689617804,0.122214214461156
"246","SPOON-155","spoon.reflect.visitor.filter.AllMethodsSameSignatureFunction","evosuite",180,"SPOON-155_spoon.reflect.visitor.filter.AllMethodsSameSignatureFunction_180",0.2804371042,0.227188533274925
"247","SPOON-155","spoon.reflect.visitor.filter.AllMethodsSameSignatureFunction","randoop",60,"SPOON-155_spoon.reflect.visitor.filter.AllMethodsSameSignatureFunction_60",0.429924635194743,0.00168539558699441
"248","SPOON-155","spoon.reflect.visitor.filter.AllMethodsSameSignatureFunction","randoop",180,"SPOON-155_spoon.reflect.visitor.filter.AllMethodsSameSignatureFunction_180",0.442020000287551,0.000829682944452393
"249","SPOON-169","spoon.reflect.visitor.ImportScannerImpl","evosuite",60,"SPOON-169_spoon.reflect.visitor.ImportScannerImpl_60",0.0119149891737546,0.0204567843871742
"250","SPOON-169","spoon.reflect.visitor.ImportScannerImpl","evosuite",180,"SPOON-169_spoon.reflect.visitor.ImportScannerImpl_180",0.2505499093,0.263569411750639
"251","SPOON-169","spoon.reflect.visitor.ImportScannerImpl","randoop",60,"SPOON-169_spoon.reflect.visitor.ImportScannerImpl_60",0.727698433054866,0.00911058901536504
"252","SPOON-169","spoon.reflect.visitor.ImportScannerImpl","randoop",180,"SPOON-169_spoon.reflect.visitor.ImportScannerImpl_180",0.731383126847361,0.0145722029172049
"253","SPOON-16","spoon.reflect.path.CtElementPathBuilder","evosuite",60,"SPOON-16_spoon.reflect.path.CtElementPathBuilder_60",0.7315262368,0.713330082602573
"254","SPOON-16","spoon.reflect.path.CtElementPathBuilder","evosuite",180,"SPOON-16_spoon.reflect.path.CtElementPathBuilder_180",0.595857166,0.569554602971866
"255","SPOON-16","spoon.reflect.path.CtElementPathBuilder","randoop",60,"SPOON-16_spoon.reflect.path.CtElementPathBuilder_60",0.4729808932902,0.00120586460490307
"256","SPOON-16","spoon.reflect.path.CtElementPathBuilder","randoop",180,"SPOON-16_spoon.reflect.path.CtElementPathBuilder_180",0.485058942583843,0.00157859415324366
"257","SPOON-20","spoon.support.reflect.reference.CtLocalVariableReferenceImpl","evosuite",60,"SPOON-20_spoon.support.reflect.reference.CtLocalVariableReferenceImpl_60",0.688907106645899,0.638930562133176
"258","SPOON-20","spoon.support.reflect.reference.CtLocalVariableReferenceImpl","evosuite",180,"SPOON-20_spoon.support.reflect.reference.CtLocalVariableReferenceImpl_180",1.279047663,0.800579963285123
"259","SPOON-20","spoon.support.reflect.reference.CtLocalVariableReferenceImpl","randoop",60,"SPOON-20_spoon.support.reflect.reference.CtLocalVariableReferenceImpl_60",0.968492757188855,0.296093008595171
"260","SPOON-20","spoon.support.reflect.reference.CtLocalVariableReferenceImpl","randoop",180,"SPOON-20_spoon.support.reflect.reference.CtLocalVariableReferenceImpl_180",1.43188999990788,0.00399534046732666
"261","SPOON-211","spoon.reflect.path.impl.CtRolePathElement","evosuite",60,"SPOON-211_spoon.reflect.path.impl.CtRolePathElement_60",0.507013592882432,0.43942188196672
"262","SPOON-211","spoon.reflect.path.impl.CtRolePathElement","evosuite",180,"SPOON-211_spoon.reflect.path.impl.CtRolePathElement_180",0.8381790716,0.752892331975245
"263","SPOON-211","spoon.reflect.path.impl.CtRolePathElement","randoop",60,"SPOON-211_spoon.reflect.path.impl.CtRolePathElement_60",0.23812221894611,0.000662687165682293
"264","SPOON-211","spoon.reflect.path.impl.CtRolePathElement","randoop",180,"SPOON-211_spoon.reflect.path.impl.CtRolePathElement_180",0.246730347027244,0.000389545183176468
"265","SPOON-253","spoon.pattern.internal.parameter.MapParameterInfo","evosuite",60,"SPOON-253_spoon.pattern.internal.parameter.MapParameterInfo_60",2.20638402796296,0.964265955209
"266","SPOON-253","spoon.pattern.internal.parameter.MapParameterInfo","evosuite",180,"SPOON-253_spoon.pattern.internal.parameter.MapParameterInfo_180",2.213596487,1.19666441764562
"267","SPOON-253","spoon.pattern.internal.parameter.MapParameterInfo","randoop",60,"SPOON-253_spoon.pattern.internal.parameter.MapParameterInfo_60",1.66096674708946,0.00622819592044673
"268","SPOON-253","spoon.pattern.internal.parameter.MapParameterInfo","randoop",180,"SPOON-253_spoon.pattern.internal.parameter.MapParameterInfo_180",1.6903709396031,0.00566727680881645
"269","SPOON-25","spoon.pattern.internal.ValueConvertorImpl","evosuite",60,"SPOON-25_spoon.pattern.internal.ValueConvertorImpl_60",0.036881662553523,0.0811779286301082
"270","SPOON-25","spoon.pattern.internal.ValueConvertorImpl","evosuite",180,"SPOON-25_spoon.pattern.internal.ValueConvertorImpl_180",0.3053769901,0.305654110837556
"271","SPOON-25","spoon.pattern.internal.ValueConvertorImpl","randoop",60,"SPOON-25_spoon.pattern.internal.ValueConvertorImpl_60",0.177349664497277,0.000718696754891046
"272","SPOON-25","spoon.pattern.internal.ValueConvertorImpl","randoop",180,"SPOON-25_spoon.pattern.internal.ValueConvertorImpl_180",0.181848752063515,0.000260459789635782
"273","SPOON-32","spoon.MavenLauncher","evosuite",60,"SPOON-32_spoon.MavenLauncher_60",0.73500003,0.258252686121343
"274","SPOON-32","spoon.MavenLauncher","evosuite",180,"SPOON-32_spoon.MavenLauncher_180",0.8166667,0
"275","SPOON-32","spoon.MavenLauncher","randoop",60,"SPOON-32_spoon.MavenLauncher_60",0.360169162005075,0.0014831826269439
"276","SPOON-32","spoon.MavenLauncher","randoop",180,"SPOON-32_spoon.MavenLauncher_180",0.370269696101241,0.000350806310135663
"277","SPOON-65","spoon.support.DefaultCoreFactory","evosuite",60,"SPOON-65_spoon.support.DefaultCoreFactory_60",0.221352189536472,0.402137178933078
"278","SPOON-65","spoon.support.DefaultCoreFactory","evosuite",180,"SPOON-65_spoon.support.DefaultCoreFactory_180",0.273683774,0.474532721964793
"279","SPOON-65","spoon.support.DefaultCoreFactory","randoop",60,"SPOON-65_spoon.support.DefaultCoreFactory_60",0.184246106739443,0.00589937922282946
"280","SPOON-65","spoon.support.DefaultCoreFactory","randoop",180,"SPOON-65_spoon.support.DefaultCoreFactory_180",0.183363692488776,0.00430560247417997
